,target
2023-06-29 19:52:24,16.5
2023-06-29 19:53:24,19.0
2023-06-29 19:54:24,10.0
2023-06-29 19:55:24,16.1
2023-06-29 19:56:24,20.8
2023-06-29 19:57:24,17.4
2023-06-29 19:58:24,9.0
2023-06-29 19:59:24,0.7
2023-06-29 20:00:24,15.0
2023-06-29 20:01:24,15.7
2023-06-29 20:02:24,11.3
2023-06-29 20:03:24,6.0
2023-06-29 20:04:24,7.6
2023-06-29 20:05:24,17.2
2023-06-29 20:06:24,14.5
2023-06-29 20:07:24,19.7
2023-06-29 20:08:24,7.8
2023-06-29 20:09:24,14.6
2023-06-29 20:10:24,15.5
2023-06-29 20:11:24,25.0
2023-06-29 20:12:24,18.1
2023-06-29 20:13:24,10.4
2023-06-29 20:14:24,13.2
2023-06-29 20:15:24,12.4
2023-06-29 20:16:24,6.1
2023-06-29 20:17:24,7.7
2023-06-29 20:18:24,13.7
2023-06-29 20:19:24,12.4
2023-06-29 20:20:24,12.9
2023-06-29 20:21:24,2.6
2023-06-29 20:22:24,7.8
2023-06-29 20:23:24,10.8
2023-06-29 20:24:24,7.4
2023-06-29 20:25:24,12.9
2023-06-29 20:26:24,18.8
2023-06-29 20:27:24,14.4
2023-06-29 20:28:24,9.4
2023-06-29 20:29:24,13.5
2023-06-29 20:30:24,0.0
2023-06-29 20:31:24,77.3
2023-06-29 20:32:24,76.8
2023-06-29 20:33:24,78.4
2023-06-29 20:34:24,76.8
2023-06-29 20:35:24,78.4
2023-06-29 20:36:24,76.8
2023-06-29 20:37:24,78.1
2023-06-29 20:38:24,76.6
2023-06-29 20:39:24,79.2
2023-06-29 20:40:24,79.9
2023-06-29 20:41:24,76.5
2023-06-29 20:42:24,76.4
2023-06-29 20:43:24,75.9
2023-06-29 20:44:24,77.5
2023-06-29 20:45:24,76.5
2023-06-29 20:46:24,81.2
2023-06-29 20:47:24,77.2
2023-06-29 20:48:24,76.8
2023-06-29 20:49:24,76.6
2023-06-29 20:50:24,77.1
2023-06-29 20:51:24,77.5
2023-06-29 20:52:24,78.4
2023-06-29 20:53:24,77.6
2023-06-29 20:54:24,76.3
2023-06-29 20:55:24,75.5
2023-06-29 20:56:24,77.2
2023-06-29 20:57:24,77.1
2023-06-29 20:58:24,78.0
2023-06-29 20:59:24,76.7
2023-06-29 21:00:24,78.8
2023-06-29 21:01:24,76.8
2023-06-29 21:02:24,75.0
2023-06-29 21:03:24,79.1
2023-06-29 21:04:24,77.2
2023-06-29 21:05:24,78.7
2023-06-29 21:06:24,76.3
2023-06-29 21:07:24,75.2
2023-06-29 21:08:24,78.5
2023-06-29 21:09:24,79.5
2023-06-29 21:10:24,78.1
2023-06-29 21:11:24,78.2
2023-06-29 21:12:24,76.9
2023-06-29 21:13:24,79.2
2023-06-29 21:14:24,76.7
2023-06-29 21:15:24,78.2
2023-06-29 21:16:24,75.6
2023-06-29 21:17:24,75.8
2023-06-29 21:18:24,76.5
2023-06-29 21:19:24,77.5
2023-06-29 21:20:24,75.7
2023-06-29 21:21:24,76.2
2023-06-29 21:22:24,77.5
2023-06-29 21:23:24,76.5
2023-06-29 21:24:24,78.2
2023-06-29 21:25:24,78.5
2023-06-29 21:26:24,77.9
2023-06-29 21:27:24,77.2
2023-06-29 21:28:24,77.4
2023-06-29 21:29:24,0.1
2023-06-29 21:30:24,43.1
2023-06-29 21:31:24,43.2
2023-06-29 21:32:24,43.2
2023-06-29 21:33:24,46.3
2023-06-29 21:34:24,42.0
2023-06-29 21:35:24,39.8
2023-06-29 21:36:24,43.9
2023-06-29 21:37:24,46.6
2023-06-29 21:38:24,40.3
2023-06-29 21:39:24,43.5
2023-06-29 21:40:24,42.1
2023-06-29 21:41:24,46.2
2023-06-29 21:42:24,45.7
2023-06-29 21:43:24,45.0
2023-06-29 21:44:24,40.8
2023-06-29 21:45:24,42.2
2023-06-29 21:46:24,42.9
2023-06-29 21:47:24,43.3
2023-06-29 21:48:24,41.9
2023-06-29 21:49:24,45.1
2023-06-29 21:50:24,43.3
2023-06-29 21:51:24,45.5
2023-06-29 21:52:24,41.8
2023-06-29 21:53:24,45.0
2023-06-29 21:54:24,42.4
2023-06-29 21:55:24,44.2
2023-06-29 21:56:24,44.3
2023-06-29 21:57:24,43.8
2023-06-29 21:58:24,45.5
2023-06-29 21:59:24,43.5
2023-06-29 22:00:24,46.1
2023-06-29 22:01:24,48.0
2023-06-29 22:02:24,47.1
2023-06-29 22:03:24,43.4
2023-06-29 22:04:24,43.4
2023-06-29 22:05:24,44.7
2023-06-29 22:06:24,43.3
2023-06-29 22:07:24,43.5
2023-06-29 22:08:24,45.6
2023-06-29 22:09:24,43.1
2023-06-29 22:10:24,44.5
2023-06-29 22:11:24,40.6
2023-06-29 22:12:24,42.6
2023-06-29 22:13:24,44.1
2023-06-29 22:14:24,41.4
2023-06-29 22:15:24,43.5
2023-06-29 22:16:24,43.4
2023-06-29 22:17:24,42.0
2023-06-29 22:18:24,43.2
2023-06-29 22:19:24,39.4
2023-06-29 22:20:24,42.8
2023-06-29 22:21:24,44.8
2023-06-29 22:22:24,44.1
2023-06-29 22:23:24,40.7
2023-06-29 22:24:24,39.5
2023-06-29 22:25:24,43.1
2023-06-29 22:26:24,44.7
2023-06-29 22:27:24,44.8
2023-06-29 22:28:24,0.0
2023-06-29 22:29:24,32.6
2023-06-29 22:30:24,31.8
2023-06-29 22:31:24,31.0
2023-06-29 22:32:24,37.0
2023-06-29 22:33:24,36.5
2023-06-29 22:34:24,33.5
2023-06-29 22:35:24,28.1
2023-06-29 22:36:24,32.9
2023-06-29 22:37:24,33.8
2023-06-29 22:38:24,37.3
2023-06-29 22:39:24,31.0
2023-06-29 22:40:24,35.1
2023-06-29 22:41:24,29.8
2023-06-29 22:42:24,35.6
2023-06-29 22:43:24,33.5
2023-06-29 22:44:24,30.8
2023-06-29 22:45:24,35.5
2023-06-29 22:46:24,33.1
2023-06-29 22:47:24,34.9
2023-06-29 22:48:24,36.1
2023-06-29 22:49:24,36.9
2023-06-29 22:50:24,32.5
2023-06-29 22:51:24,32.1
2023-06-29 22:52:24,34.0
2023-06-29 22:53:24,32.8
2023-06-29 22:54:24,30.9
2023-06-29 22:55:24,32.0
2023-06-29 22:56:24,35.0
2023-06-29 22:57:24,33.6
2023-06-29 22:58:24,31.0
2023-06-29 22:59:24,33.5
2023-06-29 23:00:24,34.1
2023-06-29 23:01:24,35.5
2023-06-29 23:02:24,34.8
2023-06-29 23:03:24,27.1
2023-06-29 23:04:24,32.7
2023-06-29 23:05:24,29.0
2023-06-29 23:06:24,29.1
2023-06-29 23:07:24,36.0
2023-06-29 23:08:24,37.0
2023-06-29 23:09:24,29.6
2023-06-29 23:10:24,30.8
2023-06-29 23:11:24,32.1
2023-06-29 23:12:24,35.5
2023-06-29 23:13:24,25.1
2023-06-29 23:14:24,30.5
2023-06-29 23:15:24,31.0
2023-06-29 23:16:24,36.7
2023-06-29 23:17:24,29.2
2023-06-29 23:18:24,30.7
2023-06-29 23:19:24,29.8
2023-06-29 23:20:24,32.8
2023-06-29 23:21:24,32.2
2023-06-29 23:22:24,32.6
2023-06-29 23:23:24,33.0
2023-06-29 23:24:24,29.5
2023-06-29 23:25:24,32.8
2023-06-29 23:26:24,30.7
2023-06-29 23:27:24,0.0
2023-06-29 23:28:24,39.7
2023-06-29 23:29:24,42.2
2023-06-29 23:30:24,41.7
2023-06-29 23:31:24,40.3
2023-06-29 23:32:24,42.9
2023-06-29 23:33:24,41.1
2023-06-29 23:34:24,41.1
2023-06-29 23:35:24,39.7
2023-06-29 23:36:24,41.8
2023-06-29 23:37:24,43.2
2023-06-29 23:38:24,39.2
2023-06-29 23:39:24,41.3
2023-06-29 23:40:24,41.9
2023-06-29 23:41:24,41.6
2023-06-29 23:42:24,45.1
2023-06-29 23:43:24,42.8
2023-06-29 23:44:24,39.3
2023-06-29 23:45:24,41.3
2023-06-29 23:46:24,39.7
2023-06-29 23:47:24,43.5
2023-06-29 23:48:24,43.9
2023-06-29 23:49:24,42.6
2023-06-29 23:50:24,45.3
2023-06-29 23:51:24,41.1
2023-06-29 23:52:24,39.4
2023-06-29 23:53:24,44.1
2023-06-29 23:54:24,39.3
2023-06-29 23:55:24,41.3
2023-06-29 23:56:24,40.5
2023-06-29 23:57:24,43.9
2023-06-29 23:58:24,44.9
2023-06-29 23:59:24,39.8
2023-06-30 00:00:24,38.1
2023-06-30 00:01:24,43.7
2023-06-30 00:02:24,40.0
2023-06-30 00:03:24,39.7
2023-06-30 00:04:24,41.3
2023-06-30 00:05:24,43.5
2023-06-30 00:06:24,40.7
2023-06-30 00:07:24,40.1
2023-06-30 00:08:24,42.6
2023-06-30 00:09:24,43.7
2023-06-30 00:10:24,40.6
2023-06-30 00:11:24,38.9
2023-06-30 00:12:24,38.6
2023-06-30 00:13:24,42.3
2023-06-30 00:14:24,44.2
2023-06-30 00:15:24,41.9
2023-06-30 00:16:24,37.7
2023-06-30 00:17:24,40.4
2023-06-30 00:18:24,36.5
2023-06-30 00:19:24,43.1
2023-06-30 00:20:24,39.4
2023-06-30 00:21:24,41.0
2023-06-30 00:22:24,43.7
2023-06-30 00:23:24,43.8
2023-06-30 00:24:24,43.1
2023-06-30 00:25:24,45.9
2023-06-30 00:26:24,0.0
2023-06-30 00:27:24,64.8
2023-06-30 00:28:24,64.5
2023-06-30 00:29:24,66.6
2023-06-30 00:30:24,65.5
2023-06-30 00:31:24,66.1
2023-06-30 00:32:24,65.0
2023-06-30 00:33:24,64.5
2023-06-30 00:34:24,65.3
2023-06-30 00:35:24,64.5
2023-06-30 00:36:24,65.6
2023-06-30 00:37:24,67.0
2023-06-30 00:38:24,64.8
2023-06-30 00:39:24,66.1
2023-06-30 00:40:24,64.8
2023-06-30 00:41:24,63.2
2023-06-30 00:42:24,64.3
2023-06-30 00:43:24,64.7
2023-06-30 00:44:24,67.8
2023-06-30 00:45:24,67.2
2023-06-30 00:46:24,67.4
2023-06-30 00:47:24,67.5
2023-06-30 00:48:24,66.4
2023-06-30 00:49:24,67.1
2023-06-30 00:50:24,64.9
2023-06-30 00:51:24,66.3
2023-06-30 00:52:24,67.0
2023-06-30 00:53:24,65.5
2023-06-30 00:54:24,67.0
2023-06-30 00:55:24,65.8
2023-06-30 00:56:24,64.0
2023-06-30 00:57:24,66.7
2023-06-30 00:58:24,63.8
2023-06-30 00:59:24,66.5
2023-06-30 01:00:24,64.1
2023-06-30 01:01:24,62.5
2023-06-30 01:02:24,63.0
2023-06-30 01:03:24,65.0
2023-06-30 01:04:24,61.6
2023-06-30 01:05:24,67.5
2023-06-30 01:06:24,65.5
2023-06-30 01:07:24,66.9
2023-06-30 01:08:24,65.7
2023-06-30 01:09:24,63.2
2023-06-30 01:10:24,65.7
2023-06-30 01:11:24,64.7
2023-06-30 01:12:24,65.0
2023-06-30 01:13:24,63.6
2023-06-30 01:14:24,64.8
2023-06-30 01:15:24,67.8
2023-06-30 01:16:24,63.2
2023-06-30 01:17:24,67.2
2023-06-30 01:18:24,63.6
2023-06-30 01:19:24,67.3
2023-06-30 01:20:24,63.4
2023-06-30 01:21:24,65.5
2023-06-30 01:22:24,67.8
2023-06-30 01:23:24,63.0
2023-06-30 01:24:24,68.9
2023-06-30 01:25:24,0.0
2023-06-30 01:26:24,90.0
2023-06-30 01:27:24,90.3
2023-06-30 01:28:24,90.3
2023-06-30 01:29:24,90.2
2023-06-30 01:30:24,90.1
2023-06-30 01:31:24,90.2
2023-06-30 01:32:24,91.0
2023-06-30 01:33:24,90.1
2023-06-30 01:34:24,89.9
2023-06-30 01:35:24,89.1
2023-06-30 01:36:24,89.9
2023-06-30 01:37:24,91.2
2023-06-30 01:38:24,90.5
2023-06-30 01:39:24,90.5
2023-06-30 01:40:24,90.5
2023-06-30 01:41:24,91.0
2023-06-30 01:42:24,90.1
2023-06-30 01:43:24,91.2
2023-06-30 01:44:24,90.1
